title,company,description,requirements,salary,location,email,has_company_logo,has_questions,telecommuting,fraudulent
Business Analyst,Adobe Systems,"Exciting opportunity for a Business Analyst at Adobe Systems. Work on cutting-edge scalable microservices with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","3+ years professional experience. Proficiency in Java, Spring Boot, AWS. Excellent communication skills. Experience with agile methodologies.","$199,000/year",Singapore,careers@adobe.com,1,1,0,0
Site Reliability Engineer,IBM Corporation,"Join our growing engineering team as a Site Reliability Engineer. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","7+ years of industry experience. Expert knowledge of Go, Docker, Kubernetes. Leadership experience preferred. Strong written and verbal communication.","$156,000/year","Austin, TX",careers@ibm.com,1,0,0,0
Database Administrator,Cognizant,"Cognizant is seeking a talented Database Administrator for our Remote office. The ideal candidate will have experience in Swift, iOS, Core Data. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","2+ years relevant experience. Knowledge of Swift, iOS, Core Data. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$67,000/year",Remote,careers@cognizant.com,1,1,1,0
Site Reliability Engineer,HCL Technologies,"HCL Technologies is seeking a talented Site Reliability Engineer for our Berlin, Germany office. The ideal candidate will have experience in Scala, Apache Spark, Hadoop. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Scala, Apache Spark, Hadoop. Strong analytical and problem-solving abilities. Team player.","$83,000/year","Berlin, Germany",careers@hcl.com,1,1,0,0
Site Reliability Engineer,Netflix Inc,"Join our growing engineering team as a Site Reliability Engineer. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Kotlin, Android, Firebase. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$198,000/year","Austin, TX",careers@netflix.com,1,1,0,0
Solutions Architect,Netflix Inc,"We're hiring a Solutions Architect to help us build ML pipelines. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","2+ years relevant experience. Knowledge of Python, TensorFlow, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$138,000/year",Remote,careers@netflix.com,1,1,1,0
Full Stack Developer,Google LLC,"Exciting opportunity for a Full Stack Developer at Google LLC. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","7+ years of industry experience. Expert knowledge of Python, Django, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$96,000/year","New York, NY",careers@google.com,1,1,0,0
Backend Developer,Tech Mahindra,"Tech Mahindra is seeking a talented Backend Developer for our Remote office. The ideal candidate will have experience in Kotlin, Android, Firebase. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Kotlin, Android, Firebase. Strong analytical and problem-solving abilities. Team player.","$122,000/year",Remote,careers@tech.com,1,1,1,0
Project Manager,Intel Corporation,"Join our growing engineering team as a Project Manager. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","Bachelor's or Master's degree required. 4+ years in Swift, iOS, Core Data. Strong analytical and problem-solving abilities. Team player.","$149,000/year","Berlin, Germany",careers@intel.com,1,1,0,0
Technical Lead,Adobe Systems,"We are looking for an experienced Technical Lead to join our product team. You will work on ML pipelines using Python, TensorFlow, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Python, TensorFlow, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$193,000/year","New York, NY",careers@adobe.com,1,0,0,0
Full Stack Developer,Cognizant,"We are looking for an experienced Full Stack Developer to join our security team. You will work on mobile applications using Java, Spring Boot, AWS. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","3+ years professional experience. Proficiency in Java, Spring Boot, AWS. Excellent communication skills. Experience with agile methodologies.","$153,000/year","Pune, India",careers@cognizant.com,1,1,0,0
Senior Software Engineer,Netflix Inc,"Exciting opportunity for a Senior Software Engineer at Netflix Inc. Work on cutting-edge data platform with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","5+ years of experience in C++, Linux, Embedded Systems. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$79,000/year","London, UK",careers@netflix.com,1,1,0,0
Cloud Architect,Oracle Corporation,"Oracle Corporation is seeking a talented Cloud Architect for our Seattle, WA office. The ideal candidate will have experience in Swift, iOS, Core Data. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","Bachelor's or Master's degree required. 4+ years in Swift, iOS, Core Data. Strong analytical and problem-solving abilities. Team player.","$68,000/year","Seattle, WA",careers@oracle.com,1,0,0,0
Project Manager,Netflix Inc,"We're hiring a Project Manager to help us build mobile applications. This role involves optimizing system performance. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","Bachelor's or Master's degree required. 4+ years in Ruby on Rails, Redis, PostgreSQL. Strong analytical and problem-solving abilities. Team player.","$196,000/year","London, UK",careers@netflix.com,1,1,0,0
UX Designer,Google LLC,"Join our growing engineering team as a UX Designer. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","3+ years professional experience. Proficiency in Swift, iOS, Core Data. Excellent communication skills. Experience with agile methodologies.","$88,000/year","Berlin, Germany",careers@google.com,1,1,0,0
Systems Administrator,Accenture,"We're hiring a Systems Administrator to help us build data platform. This role involves building ML models for production. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$144,000/year","Seattle, WA",careers@accenture.com,1,1,0,0
